Energy Loss (eV)	Intensity
1.653750000000000284e+02	1.288616904723944344e+03
1.654375000000000284e+02	1.288188189413266400e+03
1.655000000000000284e+02	1.287893571633565443e+03
1.655625000000000284e+02	1.287982998223397772e+03
1.656250000000000284e+02	1.288130266376641202e+03
1.656875000000000284e+02	1.288156507835278262e+03
1.657500000000000284e+02	1.288525985035533267e+03
1.658125000000000284e+02	1.289099619442421044e+03
1.658750000000000284e+02	1.289558924995445977e+03
1.659375000000000284e+02	1.289493891012209588e+03
1.660000000000000284e+02	1.288924466039541812e+03
1.660625000000000284e+02	1.287887765738885719e+03
1.661250000000000284e+02	1.287152748086735755e+03
1.661875000000000284e+02	1.287392683673470628e+03
1.662500000000000284e+02	1.288482047763302944e+03
1.663125000000000284e+02	1.289415354455176157e+03
1.663750000000000284e+02	1.289576924722122385e+03
1.664375000000000284e+02	1.289382705994899425e+03
1.665000000000000284e+02	1.289760903061225918e+03
1.665625000000000284e+02	1.291060842725037901e+03
1.666250000000000284e+02	1.292336732165635340e+03
1.666875000000000284e+02	1.292468428548652810e+03
1.667500000000000284e+02	1.291445235513849184e+03
1.668125000000000284e+02	1.290569789700256251e+03
1.668750000000000284e+02	1.290583804824163053e+03
1.669375000000000284e+02	1.291295041886845411e+03
1.670000000000000284e+02	1.291871580425475031e+03
1.670625000000000284e+02	1.291969425747085552e+03
1.671250000000000284e+02	1.291353530589468846e+03
1.671875000000000284e+02	1.290505698478499653e+03
1.672500000000000284e+02	1.289969429209184909e+03
1.673125000000000284e+02	1.289960751480504086e+03
1.673750000000000284e+02	1.289821877141036339e+03
1.674375000000000284e+02	1.289106504099855556e+03
1.675000000000000284e+02	1.288041291135205029e+03
1.675625000000000284e+02	1.287235570790817292e+03
1.676250000000000284e+02	1.286937628780977775e+03
1.676875000000000284e+02	1.286671330949345247e+03
1.677500000000000284e+02	1.285934967679483634e+03
1.678125000000000284e+02	1.284659353452989308e+03
1.678750000000000284e+02	1.283344198546830739e+03
1.679375000000000284e+02	1.282157020932034811e+03
1.680000000000000284e+02	1.281376855799017449e+03
1.680625000000000284e+02	1.281061394838740398e+03
1.681250000000000284e+02	1.281041836324709720e+03
1.681875000000000284e+02	1.280801210686954391e+03
1.682500000000000284e+02	1.280513983509476475e+03
1.683125000000000284e+02	1.280252085914724375e+03
1.683750000000000284e+02	1.279727503826531574e+03
1.684375000000000284e+02	1.278934842087282505e+03
1.685000000000000284e+02	1.278365045257836528e+03
1.685625000000000284e+02	1.277877473897596019e+03
1.686250000000000284e+02	1.276941673719935579e+03
1.686875000000000284e+02	1.276164834730322127e+03
1.687500000000000284e+02	1.276373488178754997e+03
1.688125000000000284e+02	1.277060063661626828e+03
1.688750000000000284e+02	1.277144631536991028e+03
1.689375000000000284e+02	1.276812290155795836e+03
1.690000000000000284e+02	1.276716809242894669e+03
1.690625000000000284e+02	1.276422910213193518e+03
1.691250000000000284e+02	1.275347720321611632e+03
1.691875000000000284e+02	1.273876089877916456e+03
1.692500000000000284e+02	1.272928160372632419e+03
1.693125000000000284e+02	1.272843790429119053e+03
1.693750000000000284e+02	1.273585779154519969e+03
1.694375000000000284e+02	1.274590114978135261e+03
1.695000000000000284e+02	1.274986156819425332e+03
1.695625000000000284e+02	1.274405774166364154e+03
1.696250000000000284e+02	1.273774363930394657e+03
1.696875000000000284e+02	1.274175887117348111e+03
1.697500000000000284e+02	1.275670794255649753e+03
1.698125000000000284e+02	1.277104100742530136e+03
1.698750000000000284e+02	1.277591455448251963e+03
1.699375000000000284e+02	1.276990314367712472e+03
1.700000000000000284e+02	1.275816038151422390e+03
1.700625000000000284e+02	1.274553537673106121e+03
1.701250000000000284e+02	1.273808093795555124e+03
1.701875000000000284e+02	1.273760809926203819e+03
1.702500000000000284e+02	1.274192073865708153e+03
1.703125000000000284e+02	1.274463570312501133e+03
1.703750000000000284e+02	1.274429163515853816e+03
1.704375000000000284e+02	1.274226487654884750e+03
1.705000000000000284e+02	1.274390046670008587e+03
1.705625000000000284e+02	1.274724132243077293e+03
1.706250000000000284e+02	1.274875551544279688e+03
1.706875000000000284e+02	1.274727503689869991e+03
1.707500000000000284e+02	1.275240592132836355e+03
1.708125000000000284e+02	1.276640287194789835e+03
1.708750000000000284e+02	1.277646840606779733e+03
1.709375000000000284e+02	1.276996522389760685e+03
1.710000000000000284e+02	1.275435030817238612e+03
