Energy Loss (eV)	Original	Background_fit	Background_subtracted
1.777152921468904765e+02	2.826542968750000000e+02	1.972135719127300888e+02	8.544072496226991120e+01
1.778402921468904765e+02	2.799296875000000000e+02	1.966898166289933840e+02	8.323987087100661597e+01
1.779652921468904765e+02	2.889316406250000000e+02	1.961678188644061152e+02	9.276382176059388485e+01
1.780902921468904765e+02	2.929863281250000000e+02	1.956475714931702328e+02	9.733875663182976723e+01
1.782152921468904765e+02	2.886777343750000000e+02	1.951290674233520406e+02	9.354866695164795942e+01
1.783402921468904765e+02	2.897148437500000000e+02	1.946122995966973690e+02	9.510254415330263100e+01
1.784652921468904765e+02	2.818730468750000000e+02	1.940972609884484257e+02	8.777578588655157432e+01
1.785902921468904765e+02	2.782265625000000000e+02	1.935839446071612997e+02	8.464261789283870030e+01
1.787152921468904765e+02	2.814199218750000000e+02	1.930723434945249721e+02	8.834757838047502787e+01
1.788402921468904765e+02	2.807949218750000000e+02	1.925624507251811792e+02	8.823247114981882078e+01
1.789652921468904765e+02	2.806152343750000000e+02	1.920542594065455546e+02	8.856097496845444539e+01
1.790902921468904765e+02	2.828964843750000000e+02	1.915477626786296526e+02	9.134872169637034744e+01
1.792152921468904765e+02	2.793671875000000000e+02	1.910429537138643354e+02	8.832423378613566456e+01
1.793402921468904765e+02	2.818222656250000000e+02	1.905398257169240139e+02	9.128243990807598607e+01
1.794652921468904765e+02	2.777929687500000000e+02	1.900383719245520808e+02	8.775459682544791917e+01
1.795902921468904765e+02	2.869882812500000000e+02	1.895385856053872828e+02	9.744969564461271716e+01
1.797152921468904765e+02	2.835019531250000000e+02	1.890404600597914566e+02	9.446149306520854338e+01
1.798402921468904765e+02	2.894726562500000000e+02	1.885439886196778048e+02	1.009286676303221952e+02
1.799652921468904765e+02	2.848554687500000000e+02	1.880491646483407635e+02	9.680630410165923649e+01
1.800902921468904765e+02	2.818828125000000000e+02	1.875559815402866661e+02	9.432683095971333387e+01
1.802152921468904765e+02	2.846699218750000000e+02	1.870644327210651170e+02	9.760548915393488301e+01
1.803402921468904765e+02	2.857714843750000000e+02	1.865745116471020708e+02	9.919697272789792919e+01
1.804652921468904765e+02	2.844824218750000000e+02	1.860862118055333951e+02	9.839621006946660486e+01
1.805902921468904765e+02	2.809062500000000000e+02	1.855995267140396265e+02	9.530672328596037346e+01
1.807152921468904765e+02	2.802812500000000000e+02	1.851144499206816363e+02	9.516680007931836371e+01
1.808402921468904765e+02	2.847558593750000000e+02	1.846309750037375466e+02	1.001248843712624534e+02
1.809652921468904765e+02	2.842050781250000000e+02	1.841490955715402720e+02	1.000559825534597280e+02
1.810902921468904765e+02	2.899492187500000000e+02	1.836688052623163401e+02	1.062804134876836599e+02
1.812152921468904765e+02	2.842890625000000000e+02	1.831900977440255360e+02	1.010989647559744640e+02
1.813402921468904765e+02	2.863242187500000000e+02	1.827129667142015421e+02	1.036112520357984579e+02
1.814652921468904765e+02	2.894042968750000000e+02	1.822374058997936004e+02	1.071668909752063996e+02
1.815902921468904765e+02	2.817832031250000000e+02	1.817634090570090279e+02	1.000197940679909721e+02
1.817152921468904765e+02	2.790214843750000000e+02	1.812909699711568692e+02	9.773051440384313082e+01
1.818402921468904765e+02	2.764023437500000000e+02	1.808200824564921163e+02	9.558226129350788369e+01
1.819652921468904765e+02	2.767773437500000000e+02	1.803507403560613795e+02	9.642660339393862046e+01
1.820902921468904765e+02	2.800722656250000000e+02	1.798829375415490972e+02	1.001893280834509028e+02
1.822152921468904765e+02	2.806953125000000000e+02	1.794166679131248259e+02	1.012786445868751741e+02
1.823402921468904765e+02	2.870078125000000000e+02	1.789519253992912695e+02	1.080558871007087305e+02
1.824652921468904765e+02	2.810234375000000000e+02	1.784887039567337297e+02	1.025347335432662703e+02
1.825902921468904765e+02	2.774921875000000000e+02	1.780269975701697263e+02	9.946518992983027374e+01
1.827152921468904765e+02	2.797929687500000000e+02	1.775668002522000961e+02	1.022261684977999039e+02
1.828402921468904765e+02	2.764648437500000000e+02	1.771081060431606886e+02	9.935673770683931139e+01
1.829652921468904765e+02	2.776992187500000000e+02	1.766509090109752549e+02	1.010483097390247451e+02
1.830902921468904765e+02	2.784375000000000000e+02	1.761952032510086781e+02	1.022422967489913219e+02
1.832152921468904765e+02	2.779960937500000000e+02	1.757409828859217384e+02	1.022551108640782616e+02
1.833402921468904765e+02	2.814609375000000000e+02	1.752882420655261910e+02	1.061726954344738090e+02
1.834652921468904765e+02	2.809121093750000000e+02	1.748369749666410371e+02	1.060751344083589629e+02
1.835902921468904765e+02	2.789414062500000000e+02	1.743871757929496766e+02	1.045542304570503234e+02
1.837152921468904765e+02	2.744941406250000000e+02	1.739388387748574587e+02	1.005553018501425413e+02
1.838402921468904765e+02	2.675546875000000000e+02	1.734919581693509087e+02	9.406272933064909125e+01
1.839652921468904765e+02	2.738945312500000000e+02	1.730465282598567853e+02	1.008480029901432147e+02
1.840902921468904765e+02	2.799277343750000000e+02	1.726025433561028706e+02	1.073251910188971294e+02
1.842152921468904765e+02	2.782070312500000000e+02	1.721599977939791017e+02	1.060470334560208983e+02
1.843402921468904765e+02	2.845292968750000000e+02	1.717188859353996122e+02	1.128104109396003878e+02
1.844652921468904765e+02	2.794941406250000000e+02	1.712792021681656252e+02	1.082149384568343748e+02
1.845902921468904765e+02	2.767128906250000000e+02	1.708409409058292283e+02	1.058719497191707717e+02
1.847152921468904765e+02	2.758789062500000000e+02	1.704040965875577456e+02	1.054748096624422544e+02
1.848402921468904765e+02	2.783066406250000000e+02	1.699686636779993023e+02	1.083379769470006977e+02
1.849652921468904765e+02	2.761816406250000000e+02	1.695346366671486749e+02	1.066470039578513251e+02
1.850902921468904765e+02	2.701132812500000000e+02	1.691020100702143907e+02	1.010112711797856093e+02
1.852152921468904765e+02	2.694687500000000000e+02	1.686707784274863116e+02	1.007979715725136884e+02
1.853402921468904765e+02	2.697636718750000000e+02	1.682409363042042401e+02	1.015227355707957599e+02
1.854652921468904765e+02	2.732480468750000000e+02	1.678124782904269807e+02	1.054355685845730193e+02
1.855902921468904765e+02	2.761152343750000000e+02	1.673853990009026518e+02	1.087298353740973482e+02
1.857152921468904765e+02	2.698281250000000000e+02	1.669596930749392243e+02	1.028684319250607757e+02
1.858402921468904765e+02	2.730957031250000000e+02	1.665353551762762265e+02	1.065603479487237735e+02
1.859652921468904765e+02	2.770996093750000000e+02	1.661123799929570453e+02	1.109872293820429547e+02
1.860902921468904765e+02	2.724003906250000000e+02	1.656907622372019659e+02	1.067096283877980341e+02
1.862152921468904765e+02	2.703496093750000000e+02	1.652704966452820372e+02	1.050791127297179628e+02
1.863402921468904765e+02	2.719160156250000000e+02	1.648515779773935890e+02	1.070644376476064110e+02
1.864652921468904765e+02	2.789453125000000000e+02	1.644340010175335465e+02	1.145113114824664535e+02
1.865902921468904765e+02	2.833085937500000000e+02	1.640177605733754831e+02	1.192908331766245169e+02
1.867152921468904765e+02	2.755957031250000000e+02	1.636028514761464123e+02	1.119928516488535877e+02
1.868402921468904765e+02	2.728750000000000000e+02	1.631892685805041197e+02	1.096857314194958803e+02
1.869652921468904765e+02	2.719941406250000000e+02	1.627770067644156313e+02	1.092171338605843687e+02
1.870902921468904765e+02	2.619335937500000000e+02	1.623660609290358821e+02	9.956753282096411795e+01
1.872152921468904765e+02	2.694414062500000000e+02	1.619564259985874060e+02	1.074849802514125940e+02
1.873402921468904765e+02	2.765195312500000000e+02	1.615480969202408801e+02	1.149714343297591199e+02
1.874652921468904765e+02	2.718027343750000000e+02	1.611410686639957248e+02	1.106616657110042752e+02
1.875902921468904765e+02	2.626601562500000000e+02	1.607353362225623528e+02	1.019248200274376472e+02
1.877152921468904765e+02	2.635683593750000000e+02	1.603308946112441049e+02	1.032374647637558951e+02
1.878402921468904765e+02	2.729648437500000000e+02	1.599277388678207217e+02	1.130371048821792783e+02
1.879652921468904765e+02	2.638789062500000000e+02	1.595258640524319276e+02	1.043530421975680724e+02
1.880902921468904765e+02	2.565117187500000000e+02	1.591252652474618969e+02	9.738645350253810307e+01
1.882152921468904765e+02	2.692382812500000000e+02	1.587259375574245723e+02	1.105123436925754277e+02
1.883402921468904765e+02	2.671132812500000000e+02	1.583278761088492672e+02	1.087854051411507328e+02
1.884652921468904765e+02	2.642246093750000000e+02	1.579310760501672064e+02	1.062935333248327936e+02
1.885902921468904765e+02	2.629843750000000000e+02	1.575355325515986635e+02	1.054488424484013365e+02
1.887152921468904765e+02	2.615253906250000000e+02	1.571412408050408658e+02	1.043841498199591342e+02
1.888402921468904765e+02	2.647714843750000000e+02	1.567481960239561545e+02	1.080232883510438455e+02
1.889652921468904765e+02	2.633906250000000000e+02	1.563563934432613678e+02	1.070342315567386322e+02
1.890902921468904765e+02	2.677207031250000000e+02	1.559658283192173940e+02	1.117548748057826060e+02
1.892152921468904765e+02	2.660195312500000000e+02	1.555764959293195773e+02	1.104430353206804227e+02
1.893402921468904765e+02	2.622089843750000000e+02	1.551883915721888059e+02	1.070205928028111941e+02
1.894652921468904765e+02	2.696542968750000000e+02	1.548015105674629410e+02	1.148527863075370590e+02
1.895902921468904765e+02	2.627500000000000000e+02	1.544158482556893830e+02	1.083341517443106170e+02
1.897152921468904765e+02	2.607246093750000000e+02	1.540313999982176938e+02	1.066932093767823062e+02
1.898402921468904765e+02	2.602539062500000000e+02	1.536481611770931579e+02	1.066057450729068421e+02
1.899652921468904765e+02	2.615078125000000000e+02	1.532661271949510535e+02	1.082416853050489465e+02
1.900902921468904765e+02	2.591914062500000000e+02	1.528852934749111796e+02	1.063061127750888204e+02
1.902152921468904765e+02	2.575644531250000000e+02	1.525056554604733208e+02	1.050587976645266792e+02
1.903402921468904765e+02	2.653203125000000000e+02	1.521272086154131387e+02	1.131931038845868613e+02
1.904652921468904765e+02	2.668984375000000000e+02	1.517499484236787453e+02	1.151484890763212547e+02
1.905902921468904765e+02	2.527128906250000000e+02	1.513738703892877595e+02	1.013390202357122405e+02
1.907152921468904765e+02	2.525000000000000000e+02	1.509989700362251597e+02	1.015010299637748403e+02
1.908402921468904765e+02	2.568476562500000000e+02	1.506252429083414484e+02	1.062224133416585516e+02
1.909652921468904765e+02	2.605859375000000000e+02	1.502526845692516702e+02	1.103332529307483298e+02
1.910902921468904765e+02	2.531621093750000000e+02	1.498812906022348557e+02	1.032808187727651443e+02
1.912152921468904765e+02	2.533398437500000000e+02	1.495110566101340908e+02	1.038287871398659092e+02
1.913402921468904765e+02	2.547773437500000000e+02	1.491419782152570122e+02	1.056353655347429878e+02
1.914652921468904765e+02	2.593867187500000000e+02	1.487740510592772409e+02	1.106126676907227591e+02
1.915902921468904765e+02	2.499179687500000000e+02	1.484072708031359582e+02	1.015106979468640418e+02
1.917152921468904765e+02	2.529609375000000000e+02	1.480416331269442765e+02	1.049193043730557235e+02
1.918402921468904765e+02	2.524335937500000000e+02	1.476771337298861511e+02	1.047564600201138489e+02
1.919652921468904765e+02	2.548300781250000000e+02	1.473137683301218033e+02	1.075163097948781967e+02
1.920902921468904765e+02	2.528730468750000000e+02	1.469515326646917117e+02	1.059215142103082883e+02
1.922152921468904765e+02	2.496621093750000000e+02	1.465904224894211723e+02	1.030716868855788277e+02
1.923402921468904765e+02	2.477441406250000000e+02	1.462304335788252558e+02	1.015137070461747442e+02
1.924652921468904765e+02	2.486816406250000000e+02	1.458715617260146189e+02	1.028100788989853811e+02
1.925902921468904765e+02	2.484921875000000000e+02	1.455138027426015697e+02	1.029783847573984303e+02
1.927152921468904765e+02	2.510585937500000000e+02	1.451571524586067596e+02	1.059014412913932404e+02
1.928402921468904765e+02	2.485410156250000000e+02	1.448016067223663015e+02	1.037394089026336985e+02
1.929652921468904765e+02	2.534570312500000000e+02	1.444471614004397964e+02	1.090098698495602036e+02
1.930902921468904765e+02	2.452753906250000000e+02	1.440938123775183897e+02	1.011815782474816103e+02
1.932152921468904765e+02	2.464140625000000000e+02	1.437415555563335374e+02	1.026725069436664626e+02
1.933402921468904765e+02	2.461660156250000000e+02	1.433903868575664831e+02	1.027756287674335169e+02
1.934652921468904765e+02	2.469277343750000000e+02	1.430403022197580469e+02	1.038874321552419531e+02
1.935902921468904765e+02	2.437890625000000000e+02	1.426912975992187853e+02	1.010977649007812147e+02
1.937152921468904765e+02	2.516542968750000000e+02	1.423433689699401441e+02	1.093109279050598559e+02
1.938402921468904765e+02	2.497675781250000000e+02	1.419965123235055557e+02	1.077710658014944443e+02
1.939652921468904765e+02	2.479707031250000000e+02	1.416507236690023035e+02	1.063199794559976965e+02
1.940902921468904765e+02	2.435175781250000000e+02	1.413059990329341531e+02	1.022115790920658469e+02
1.942152921468904765e+02	2.395800781250000000e+02	1.409623344591337855e+02	9.861774366586621454e+01
1.943402921468904765e+02	2.355351562500000000e+02	1.406197260086764231e+02	9.491543024132357687e+01
1.944652921468904765e+02	2.348007812500000000e+02	1.402781697597935988e+02	9.452261149020640119e+01
1.945902921468904765e+02	2.364140625000000000e+02	1.399376618077873502e+02	9.647640069221264980e+01
1.947152921468904765e+02	2.441132812500000000e+02	1.395981982649452675e+02	1.045150829850547325e+02
1.948402921468904765e+02	2.448144531250000000e+02	1.392597752604553989e+02	1.055546778645446011e+02
1.949652921468904765e+02	2.442089843750000000e+02	1.389223889403224064e+02	1.052865954346775936e+02
1.950902921468904765e+02	2.403750000000000000e+02	1.385860354672834092e+02	1.017889645327165908e+02
1.952152921468904765e+02	2.412812500000000000e+02	1.382507110207249923e+02	1.030305389792750077e+02
1.953402921468904765e+02	2.392187500000000000e+02	1.379164117966001299e+02	1.013023382033998701e+02
1.954652921468904765e+02	2.473515625000000000e+02	1.375831340073460467e+02	1.097684284926539533e+02
1.955902921468904765e+02	2.430449218750000000e+02	1.372508738818020504e+02	1.057940479931979496e+02
1.957152921468904765e+02	2.431015625000000000e+02	1.369196276651283313e+02	1.061819348348716687e+02
1.958402921468904765e+02	2.463398437500000000e+02	1.365893916187247044e+02	1.097504521312752956e+02
1.959652921468904765e+02	2.457500000000000000e+02	1.362601620201503181e+02	1.094898379798496819e+02
1.960902921468904765e+02	2.385996093750000000e+02	1.359319351630434483e+02	1.026676742119565517e+02
1.962152921468904765e+02	2.446640625000000000e+02	1.356047073570417467e+02	1.090593551429582533e+02
1.963402921468904765e+02	2.423730468750000000e+02	1.352784749277033143e+02	1.070945719472966857e+02
1.964652921468904765e+02	2.416523437500000000e+02	1.349532342164276315e+02	1.066991095335723685e+02
1.965902921468904765e+02	2.485625000000000000e+02	1.346289815803775127e+02	1.139335184196224873e+02
1.967152921468904765e+02	2.437578125000000000e+02	1.343057133924010316e+02	1.094520991075989684e+02
1.968402921468904765e+02	2.398828125000000000e+02	1.339834260409541571e+02	1.058993864590458429e+02
1.969652921468904765e+02	2.308964843750000000e+02	1.336621159300237309e+02	9.723436844497626907e+01
1.970902921468904765e+02	2.361914062500000000e+02	1.333417794790509276e+02	1.028496267709490724e+02
1.972152921468904765e+02	2.313808593750000000e+02	1.330224131228549425e+02	9.835844625214505754e+01
1.973402921468904765e+02	2.355546875000000000e+02	1.327040133115574747e+02	1.028506741884425253e+02
1.974652921468904765e+02	2.383691406250000000e+02	1.323865765105071830e+02	1.059825641144928170e+02
1.975902921468904765e+02	2.366171875000000000e+02	1.320700992002049361e+02	1.045470882997950639e+02
1.977152921468904765e+02	2.372792968750000000e+02	1.317545778762292628e+02	1.055247189987707372e+02
1.978402921468904765e+02	2.305078125000000000e+02	1.314400090491623985e+02	9.906780345083760153e+01
1.979652921468904765e+02	2.279316406250000000e+02	1.311263892445164458e+02	9.680525138048355416e+01
1.980902921468904765e+02	2.278085937500000000e+02	1.308137150026601603e+02	9.699487874733983972e+01
1.982152921468904765e+02	2.303417968750000000e+02	1.305019828787462757e+02	9.983981399625372433e+01
1.983402921468904765e+02	2.360058593750000000e+02	1.301911894426388017e+02	1.058146699323611983e+02
1.984652921468904765e+02	2.355039062500000000e+02	1.298813312788412873e+02	1.056225749711587127e+02
1.985902921468904765e+02	2.331230468750000000e+02	1.295724049864248286e+02	1.035506418885751714e+02
1.987152921468904765e+02	2.337421875000000000e+02	1.292644071789570148e+02	1.044777803210429852e+02
1.988402921468904765e+02	2.324179687500000000e+02	1.289573344844311862e+02	1.034606342655688138e+02
1.989652921468904765e+02	2.292382812500000000e+02	1.286511835451956358e+02	1.005870977048043642e+02
1.990902921468904765e+02	2.304941406250000000e+02	1.283459510178838627e+02	1.021481896071161373e+02
1.992152921468904765e+02	2.319570312500000000e+02	1.280416335733446829e+02	1.039153976766553171e+02
1.993402921468904765e+02	2.286992187500000000e+02	1.277382278965729654e+02	1.009609908534270346e+02
1.994652921468904765e+02	2.349296875000000000e+02	1.274357306866407100e+02	1.074939568133592900e+02
1.995902921468904765e+02	2.288691406250000000e+02	1.271341386566285365e+02	1.017350019683714635e+02
1.997152921468904765e+02	2.272558593750000000e+02	1.268334485335574584e+02	1.004224108414425416e+02
1.998402921468904765e+02	2.270468750000000000e+02	1.265336570583211255e+02	1.005132179416788745e+02
1.999652921468904765e+02	2.238652343750000000e+02	1.262347609856182800e+02	9.763047338938172004e+01
2.000902921468904765e+02	2.262500000000000000e+02	1.259367570838859081e+02	1.003132429161140919e+02
2.002152921468904765e+02	2.287539062500000000e+02	1.256396421352323642e+02	1.031142641147676358e+02
2.003402921468904765e+02	2.228730468750000000e+02	1.253434129353711484e+02	9.752963393962885164e+01
2.004652921468904765e+02	2.261914062500000000e+02	1.250480662935548679e+02	1.011433399564451321e+02
2.005902921468904765e+02	2.296972656250000000e+02	1.247535990325097259e+02	1.049436665924902741e+02
2.007152921468904765e+02	2.272812500000000000e+02	1.244600079883702364e+02	1.028212420116297636e+02
2.008402921468904765e+02	2.218691406250000000e+02	1.241672900106142805e+02	9.770185061438571950e+01
2.009652921468904765e+02	2.225351562500000000e+02	1.238754419619986464e+02	9.865971428800135357e+01
2.010902921468904765e+02	2.230664062500000000e+02	1.235844607184948956e+02	9.948194553150510444e+01
2.012152921468904765e+02	2.223789062500000000e+02	1.232943431692253426e+02	9.908456308077465735e+01
2.013402921468904765e+02	2.203847656250000000e+02	1.230050862163997891e+02	9.737967940860021088e+01
2.014652921468904765e+02	2.236503906250000000e+02	1.227166867752522563e+02	1.009337038497477437e+02
2.015902921468904765e+02	2.127617187500000000e+02	1.224291417739782304e+02	9.033257697602176961e+01
2.017152921468904765e+02	2.250351562500000000e+02	1.221424481536722197e+02	1.028927080963277803e+02
2.018402921468904765e+02	2.210722656250000000e+02	1.218566028682656395e+02	9.921566275673436053e+01
2.019652921468904765e+02	2.308476562500000000e+02	1.215716028844649657e+02	1.092760533655350343e+02
2.020902921468904765e+02	2.225390625000000000e+02	1.212874451816904013e+02	1.012516173183095987e+02
2.022152921468904765e+02	2.222773437500000000e+02	1.210041267520146988e+02	1.012732169979853012e+02
2.023402921468904765e+02	2.278144531250000000e+02	1.207216446001024650e+02	1.070928085248975350e+02
2.024652921468904765e+02	2.272714843750000000e+02	1.204399957431495949e+02	1.068314886318504051e+02
2.025902921468904765e+02	2.220566406250000000e+02	1.201591772108232163e+02	1.018974634141767837e+02
2.027152921468904765e+02	2.222890625000000000e+02	1.198791860452019336e+02	1.024098764547980664e+02
2.028402921468904765e+02	2.232695312500000000e+02	1.196000193007162977e+02	1.036695119492837023e+02
2.029652921468904765e+02	2.181816406250000000e+02	1.193216740440896757e+02	9.885996658091032430e+01
2.030902921468904765e+02	2.200527343750000000e+02	1.190441473542793744e+02	1.010085870207206256e+02
2.032152921468904765e+02	2.166484375000000000e+02	1.187674363224182628e+02	9.788100117758173724e+01
2.033402921468904765e+02	2.195390625000000000e+02	1.184915380517564216e+02	1.010475244482435784e+02
2.034652921468904765e+02	2.279902343750000000e+02	1.182164496576033486e+02	1.097737847173966514e+02
2.035902921468904765e+02	2.180273437500000000e+02	1.179421682672703895e+02	1.000851754827296105e+02
2.037152921468904765e+02	2.161367187500000000e+02	1.176686910200133838e+02	9.846802772998661624e+01
2.038402921468904765e+02	2.174863281250000000e+02	1.173960150669758349e+02	1.000903130580241651e+02
2.039652921468904765e+02	2.219179687500000000e+02	1.171241375711322092e+02	1.047938311788677908e+02
2.040902921468904765e+02	2.203847656250000000e+02	1.168530557072315617e+02	1.035317099177684383e+02
2.042152921468904765e+02	2.169843750000000000e+02	1.165827666617415304e+02	1.004016083382584696e+02
2.043402921468904765e+02	2.146171875000000000e+02	1.163132676327926163e+02	9.830391986720738373e+01
2.044652921468904765e+02	2.177246093750000000e+02	1.160445558301227038e+02	1.016800535448772962e+02
2.045902921468904765e+02	2.165957031250000000e+02	1.157766284750219370e+02	1.008190746499780630e+02
2.047152921468904765e+02	2.157890625000000000e+02	1.155094828002778513e+02	1.002795796997221487e+02
2.048402921468904765e+02	2.236796875000000000e+02	1.152431160501208893e+02	1.084365714498791107e+02
2.049652921468904765e+02	2.209980468750000000e+02	1.149775254801700441e+02	1.060205213948299559e+02
2.050902921468904765e+02	2.115800781250000000e+02	1.147127083573789292e+02	9.686736976762107076e+01
2.052152921468904765e+02	2.132832031250000000e+02	1.144486619599821182e+02	9.883454116501788178e+01
2.053402921468904765e+02	2.146113281250000000e+02	1.141853835774417263e+02	1.004259445475582737e+02
2.054652921468904765e+02	2.119218750000000000e+02	1.139228705103942900e+02	9.799900448960570998e+01
2.055902921468904765e+02	2.167031250000000000e+02	1.136611200705979456e+02	1.030420049294020544e+02
2.057152921468904765e+02	2.107832031250000000e+02	1.134001295808799057e+02	9.738307354412009431e+01
2.058402921468904765e+02	2.123789062500000000e+02	1.131398963750841773e+02	9.923900987491582271e+01
2.059652921468904765e+02	2.132011718750000000e+02	1.128804177980195220e+02	1.003207540769804780e+02
2.060902921468904765e+02	2.103710937500000000e+02	1.126216912054078421e+02	9.774940254459215794e+01
2.062152921468904765e+02	2.090507812500000000e+02	1.123637139638327085e+02	9.668706728616729151e+01
2.063402921468904765e+02	2.114414062500000000e+02	1.121064834506881454e+02	9.933492279931185465e+01
2.064652921468904765e+02	2.071718750000000000e+02	1.118499970541277690e+02	9.532187794587223095e+01
2.065902921468904765e+02	2.091796875000000000e+02	1.115942521730142261e+02	9.758543532698577394e+01
2.067152921468904765e+02	2.109550781250000000e+02	1.113392462168687587e+02	9.961583190813124133e+01
2.068402921468904765e+02	2.068750000000000000e+02	1.110849766058211543e+02	9.579002339417884571e+01
2.069652921468904765e+02	2.106796875000000000e+02	1.108314407705599507e+02	9.984824672944004931e+01
2.070902921468904765e+02	2.153710937500000000e+02	1.105786361522828116e+02	1.047924575977171884e+02
2.072152921468904765e+02	2.153007812500000000e+02	1.103265602026472862e+02	1.049742210473527138e+02
2.073402921468904765e+02	2.164179687500000000e+02	1.100752103837218243e+02	1.063427583662781757e+02
2.074652921468904765e+02	2.108593750000000000e+02	1.098245841679368624e+02	1.010347908320631376e+02
2.075902921468904765e+02	2.111484375000000000e+02	1.095746790380364359e+02	1.015737584619635641e+02
2.077152921468904765e+02	2.133613281250000000e+02	1.093254924870298339e+02	1.040358356379701661e+02
2.078402921468904765e+02	2.131074218750000000e+02	1.090770220181436940e+02	1.040303998568563060e+02
2.079652921468904765e+02	2.141152343750000000e+02	1.088292651447741406e+02	1.052859692302258594e+02
2.080902921468904765e+02	2.118398437500000000e+02	1.085822193904393487e+02	1.032576243595606513e+02
2.082152921468904765e+02	2.071484375000000000e+02	1.083358822887322503e+02	9.881255521126774966e+01
2.083402921468904765e+02	2.033574218750000000e+02	1.080902513832736389e+02	9.526717049172636109e+01
2.084652921468904765e+02	2.031132812500000000e+02	1.078453242276652730e+02	9.526795702233472696e+01
2.085902921468904765e+02	2.051816406250000000e+02	1.076010983854434215e+02	9.758054223955657847e+01
2.087152921468904765e+02	2.069082031250000000e+02	1.073575714300326638e+02	9.955063169496733622e+01
2.088402921468904765e+02	2.067050781250000000e+02	1.071147409446998040e+02	9.959033718030019600e+01
2.089652921468904765e+02	2.016250000000000000e+02	1.068726045225080838e+02	9.475239547749191615e+01
2.090902921468904765e+02	2.053398437500000000e+02	1.066311597662716935e+02	9.870868398372830654e+01
2.092152921468904765e+02	2.009101562500000000e+02	1.063904042885104104e+02	9.451975196148958958e+01
2.093402921468904765e+02	2.012539062500000000e+02	1.061503357114045940e+02	9.510357053859540599e+01
2.094652921468904765e+02	2.102832031250000000e+02	1.059109516667503215e+02	1.043722514582496785e+02
2.095902921468904765e+02	2.079277343750000000e+02	1.056722497959148370e+02	1.022554845790851630e+02
2.097152921468904765e+02	1.973886718750000000e+02	1.054342277497921287e+02	9.195444412520787125e+01
2.098402921468904765e+02	1.985058593750000000e+02	1.051968831887588465e+02	9.330897618624115353e+01
2.099652921468904765e+02	1.973496093750000000e+02	1.049602137826304187e+02	9.238939559236958132e+01
2.100902921468904765e+02	2.026445312500000000e+02	1.047242172106173399e+02	9.792031403938266010e+01
2.102152921468904765e+02	2.077246093750000000e+02	1.044888911612817566e+02	1.032357182137182434e+02
2.103402921468904765e+02	2.039082031250000000e+02	1.042542333324942376e+02	9.965396979250576237e+01
2.104652921468904765e+02	1.993203125000000000e+02	1.040202414313908434e+02	9.530007106860915655e+01
2.105902921468904765e+02	1.982402343750000000e+02	1.037869131743302660e+02	9.445332120066973403e+01
2.107152921468904765e+02	1.932910156250000000e+02	1.035542462868513951e+02	8.973676933814860490e+01
2.108402921468904765e+02	1.951171875000000000e+02	1.033222385036308708e+02	9.179494899636912919e+01
2.109652921468904765e+02	2.012421875000000000e+02	1.030908875684411328e+02	9.815129993155886723e+01
2.110902921468904765e+02	1.919511718750000000e+02	1.028601912341084130e+02	8.909098064089158697e+01
2.112152921468904765e+02	1.979863281250000000e+02	1.026301472624711266e+02	9.535618086252887338e+01
2.113402921468904765e+02	1.978164062500000000e+02	1.024007534243384470e+02	9.541565282566155304e+01
2.114652921468904765e+02	1.958886718750000000e+02	1.021720074994490233e+02	9.371666437555097673e+01
2.115902921468904765e+02	1.935117187500000000e+02	1.019439072764299539e+02	9.156781147357004613e+01
2.117152921468904765e+02	1.900019531250000000e+02	1.017164505527560863e+02	8.828550257224391373e+01
2.118402921468904765e+02	1.968222656250000000e+02	1.014896351347092747e+02	9.533263049029072533e+01
2.119652921468904765e+02	1.947226562500000000e+02	1.012634588373380922e+02	9.345919741266190783e+01
2.120902921468904765e+02	1.960019531250000000e+02	1.010379194844176425e+02	9.496403364058235752e+01
2.122152921468904765e+02	1.978261718750000000e+02	1.008130149084095564e+02	9.701315696659044363e+01
2.123402921468904765e+02	1.930214843750000000e+02	1.005887429504222581e+02	9.243274142457774190e+01
2.124652921468904765e+02	1.915488281250000000e+02	1.003651014601714024e+02	9.118372666482859756e+01
2.125902921468904765e+02	1.892207031250000000e+02	1.001420882959405105e+02	8.907861482905948947e+01
2.127152921468904765e+02	1.911289062500000000e+02	9.991970132454184750e+01	9.120920492545815250e+01
2.128402921468904765e+02	1.949628906250000000e+02	9.969793842127748462e+01	9.526495220372251538e+01
2.129652921468904765e+02	1.904003906250000000e+02	9.947679746990041849e+01	9.092359315509958151e+01
2.130902921468904765e+02	1.901562500000000000e+02	9.925627636257628694e+01	9.089997363742371306e+01
2.132152921468904765e+02	1.906835937500000000e+02	9.903637299984471554e+01	9.164722075015528446e+01
2.133402921468904765e+02	1.948300781250000000e+02	9.881708529058141721e+01	9.601299283441858279e+01
2.134652921468904765e+02	1.904765625000000000e+02	9.859841115196006456e+01	9.187815134803993544e+01
2.135902921468904765e+02	1.936445312500000000e+02	9.838034850941464526e+01	9.526418274058535474e+01
2.137152921468904765e+02	1.910429687500000000e+02	9.816289529660180335e+01	9.288007345339819665e+01
2.138402921468904765e+02	1.864785156250000000e+02	9.794604945536352147e+01	8.853246616963647853e+01
2.139652921468904765e+02	1.918437500000000000e+02	9.772980893568991689e+01	9.411394106431008311e+01
